base_obj_Count,base_features_Count,base_persent_Categorial_features,base_class_Count,base_all_percent_of_nans,base_target_type,cat_meta_categCount_min,cat_meta_categCount_max,cat_meta_categCount_mean,cat_meta_entropy_min,cat_meta_entropy_max,cat_meta_entropy_mean,cat_meta_percent_nans_min,cat_meta_percent_nans_max,cat_meta_percent_nans_mean,disc_meta_min_min,disc_meta_min_max,disc_meta_min_mean,disc_meta_max_min,disc_meta_max_max,disc_meta_max_mean,disc_meta_mean_min,disc_meta_mean_max,disc_meta_mean_mean,disc_meta_variation_min,disc_meta_variation_max,disc_meta_variation_mean,disc_meta_skew_min,disc_meta_skew_max,disc_meta_skew_mean,disc_meta_kurtosis_min,disc_meta_kurtosis_max,disc_meta_kurtosis_mean,disc_meta_percent_of_nans_min,disc_meta_percent_of_nans_max,disc_meta_percent_of_nans_mean,model_min,model_max,model_kurtosis,model_variation,RF,SGD,kNN
306,3,0.33,2,0.0,-1000,0,36,23.54,2.44,2.44,2.44,0.0,0.0,0.0,0.0,30.0,15.0,52.0,83.0,67.5,4.03,52.46,28.24,0.21,1.78,0.99,0.15,2.97,1.56,-0.6,11.52,5.46,0.0,0.0,0.0,-0.05,0.12,2.1,3.61,0.0,0.16666666666666513,1.0
306,3,0.33,2,0.0,-1000,0,36,23.54,2.44,2.44,2.44,0.0,0.0,0.0,0.0,30.0,15.0,52.0,83.0,67.5,4.03,52.46,28.24,0.21,1.78,0.99,0.15,2.97,1.56,-0.6,11.52,5.46,0.0,0.0,0.0,-0.05,0.13,2.36,3.61,0.19999999999999823,0.0,1.0
306,3,0.33,2,0.0,-1000,0,36,23.54,2.44,2.44,2.44,0.0,0.0,0.0,0.0,30.0,15.0,52.0,83.0,67.5,4.03,52.46,28.24,0.21,1.78,0.99,0.15,2.97,1.56,-0.6,11.52,5.46,0.0,0.0,0.0,-0.04,0.12,2.28,3.61,0.0,1.0,0.5555555555555562
195,32,0.0,129,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,0.0,0.0,0.0,1.0,1.0,1.0,0.23,0.66,0.47,0.17,0.62,0.38,-1.47,1.65,0.14,-0.43,8.81,1.36,0.0,0.0,0.0,-7.82,4.76,-0.06,-2.28,1.0,1.0,0.0
195,32,0.0,129,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,0.0,0.0,0.0,1.0,1.0,1.0,0.23,0.66,0.47,0.17,0.62,0.38,-1.47,1.65,0.14,-0.43,8.81,1.36,0.0,0.0,0.0,-7.88,4.74,-0.07,-2.3,0.0,0.0,1.0
195,32,0.0,129,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,0.0,0.0,0.0,1.0,1.0,1.0,0.23,0.66,0.47,0.17,0.62,0.38,-1.47,1.65,0.14,-0.43,8.81,1.36,0.0,0.0,0.0,-7.85,4.79,-0.06,-2.29,1.0,0.0,0.5
195,32,0.0,129,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,0.0,0.0,0.0,1.0,1.0,1.0,0.23,0.66,0.47,0.17,0.62,0.38,-1.47,1.65,0.14,-0.43,8.81,1.36,0.0,0.0,0.0,-7.83,4.8,-0.06,-2.29,0.0,0.0,0.0
195,32,0.0,129,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,0.0,0.0,0.0,1.0,1.0,1.0,0.23,0.66,0.47,0.17,0.62,0.38,-1.47,1.65,0.14,-0.43,8.81,1.36,0.0,0.0,0.0,-7.85,4.74,-0.07,-2.3,1.0,0.0,1.0
195,32,0.0,129,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,0.0,0.0,0.0,1.0,1.0,1.0,0.23,0.66,0.47,0.17,0.62,0.38,-1.47,1.65,0.14,-0.43,8.81,1.36,0.0,0.0,0.0,-7.86,4.73,-0.04,-2.27,1.0,1.0,0.0
195,32,0.0,129,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,0.0,0.0,0.0,1.0,1.0,1.0,0.23,0.66,0.47,0.17,0.62,0.38,-1.47,1.65,0.14,-0.43,8.81,1.36,0.0,0.0,0.0,-7.87,4.79,-0.04,-2.29,0.0,0.0,0.0
195,32,0.0,129,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,0.0,0.0,0.0,1.0,1.0,1.0,0.23,0.66,0.47,0.17,0.62,0.38,-1.47,1.65,0.14,-0.43,8.81,1.36,0.0,0.0,0.0,-7.87,4.75,-0.04,-2.29,1.0,1.0,0.0
95,9,0.67,5,0.010526315789473684,0,0,74,4.67,0.68,4.55,1.58,0.0,0.0,0.0,1.0,29.35,10.45,5.0,101.58,37.19,2.97,75.87,27.33,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,2.0,4.0,3.0,-0.24,0.18,8.12,14.68,1.0,0.5000000000000001,0.0
132,3,1.0,2,0.0,-1000,0,96,14.14,0.59,2.48,1.82,0.0,0.0,0.0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-0.12,0.12,-0.02,-5.762141153083077e+16,1.0,0.11111111111111084,0.0
200,7,0.29,102,0.0,0,0,100,66.67,0.69,0.69,0.69,0.0,0.0,0.0,1.0,17.1,9.3,20.2,54.6,39.1,12.74,36.41,24.47,0.2,0.57,0.29,-0.1,0.03,-0.03,-1.2,-0.3,-0.66,0.0,0.0,0.0,-5.16,5.16,0.16,2.57,0.75,0.0,1.0
120,3,1.0,2,0.0,-1000,0,84,13.33,0.61,2.48,1.8,0.0,0.0,0.0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-0.09,0.17,0.74,-1757806981071959.8,1.0,0.0,0.29999999999999977
163,27,0.52,3,0.0009088843444671666,0,0,159,33.56,0.12,1.9,0.9,0.0,0.0,0.0,0.0,1.0,0.54,13.0,182.0,68.38,4.62,92.83,33.5,0.54,0.66,0.59,-0.05,1.05,0.32,-1.22,1.01,-0.48,0.0,1.0,0.31,-0.94,0.94,5.75,-75.7,0.953125,0.0,1.0
264,4,0.25,2,0.0,-1000,0,167,88.0,0.66,0.66,0.66,0.0,0.0,0.0,0.69,6.0,2.6,30.0,60.0,44.3,12.63,35.56,22.79,0.3,0.6,0.42,-0.97,0.94,-0.07,-0.67,0.98,0.33,0.0,0.0,0.0,-0.01,0.11,-0.09,1.37,1.0,0.0,1.0
500,5,0.6,3,0.0104,0,0,278,83.33,0.69,2.02,1.13,0.0,0.0,0.0,18.0,65.0,41.5,75.0,140.0,107.5,38.93,100.15,69.54,0.15,0.15,0.15,-0.08,-0.08,-0.08,-0.41,-0.41,-0.41,0.0,26.0,13.0,-0.3,0.37,0.52,-36.24,1.0,0.3999999999999999,0.0
285,7,0.57,7,0.013533834586466165,0,0,165,10.65,0.68,4.55,1.8,0.0,0.0,0.0,1.0,29.35,10.45,5.0,101.58,37.19,2.97,75.87,27.33,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,6.0,12.0,9.0,-0.43,0.46,1.35,110.25,1.0,0.0,0.48148148148148157
57,11,0.64,5,0.001594896331738437,0,0,42,4.07,0.58,4.04,1.74,0.0,0.0,0.0,10697.0,506875.0,148482.5,22003.0,17953372.0,4528421.5,16569.95,2315386.25,607880.19,0.12,0.14,0.13,0.08,0.88,0.51,-0.25,0.64,0.28,0.0,1.0,0.25,-0.15,0.32,2.1,636.27,1.0,0.3499999999999998,0.0
1340,17,0.12,3,0.000877963125548727,0,0,492,1.99,1.68,7.2,4.44,0.0,0.0,0.0,0.0,252.0,34.36,0.37,14053.0,2196.77,0.27,4534.61,637.42,0.03,1.15,0.46,-1.86,2.46,0.78,0.25,8.0,2.03,0.0,20.0,1.33,-0.04,0.03,7.61,-239.57,1.0,0.0,1.0
406,8,0.25,3,0.004310344827586207,0,0,207,2.55,1.1,5.62,3.36,0.0,0.0,0.0,8.0,1613.0,302.33,24.8,5140.0,996.4,15.52,2979.41,565.71,0.05,0.54,0.26,0.02,0.69,0.36,-1.2,0.35,-0.62,0.0,8.0,2.33,-0.12,0.12,0.62,-100.51,1.0,0.0,0.4210526315789473
365,3,0.67,7,0.0,0,0,31,16.22,2.48,3.43,2.96,0.0,0.0,0.0,7135.0,7135.0,7135.0,10711.0,10711.0,10711.0,9132.16,9132.16,9132.16,0.09,0.09,0.09,-0.33,-0.33,-0.33,-0.69,-0.69,-0.69,0.0,0.0,0.0,-0.08,0.32,9.9,9.63,0.75,0.0,1.0
27,3,0.33,4,0.0,0,0,1,0.96,3.3,3.3,3.3,0.0,0.0,0.0,0.04,1.9,0.97,11.7,53.8,32.75,2.24,10.46,6.35,1.01,1.3,1.16,1.77,2.7,2.24,2.34,8.02,5.18,0.0,0.0,0.0,-0.2,0.29,-0.41,11.35,1.0,0.0,0.34883720930232553
841,70,0.0,4,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,0.0,27.0,0.83,6.0,183.0,34.4,0.44,77.36,10.13,0.27,1.81,0.75,-0.04,4.08,1.11,-0.79,21.1,2.34,0.0,0.0,0.0,-0.22,0.08,0.86,-2.63,0.9259259259259258,0.0,1.0
83,3,0.67,3,0.0,0,0,49,27.67,0.68,0.69,0.68,0.0,0.0,0.0,30.0,30.0,30.0,300.0,300.0,300.0,147.07,147.07,147.07,0.51,0.51,0.51,0.02,0.02,0.02,-1.24,-1.24,-1.24,0.0,0.0,0.0,-0.13,0.13,-1.18,20.49,1.0,0.0,0.3333333333333328
379,8,1.0,4,0.0,0,0,318,7.31,0.6,5.94,1.73,0.0,0.0,0.0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-0.1,0.09,-1.34,1842.68,1.0,0.0,0.9523809523809523
100,6,0.5,2,0.0,-1000,0,95,23.08,0.2,0.7,0.52,0.0,0.0,0.0,0.0,20.0,7.17,10.0,1898.03,654.34,3.37,189.02,74.82,0.24,1.55,0.76,0.64,3.24,1.91,-0.12,13.75,5.98,0.0,0.0,0.0,-0.13,0.08,0.3,12.99,1.0,0.0,0.7142857142857144
23,4,0.75,2,0.0,-1000,0,16,2.16,0.8,3.14,1.59,0.0,0.0,0.0,53.0,53.0,53.0,81.0,81.0,81.0,69.57,69.57,69.57,0.1,0.1,0.1,-0.61,-0.61,-0.61,-0.02,-0.02,-0.02,0.0,0.0,0.0,-0.1,0.12,-1.01,-16.13,0.0,0.0,1.0
180,32,0.81,2,0.0,-1000,0,179,48.25,0.03,1.92,0.49,0.0,0.0,0.0,1.0,47.3,17.34,1.75,180.0,70.92,1.61,90.5,41.94,0.04,0.57,0.23,0.0,0.78,0.42,-1.2,4.46,0.54,0.0,0.0,0.0,-0.05,0.06,1.32,-31.82,1.0,0.0,0.0
250,2,0.0,2,0.0,-1000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-1.25,-0.19,-0.72,0.86,1.09,0.98,-0.07,0.5,0.22,-6.71,0.5,-3.11,-0.21,-0.09,-0.15,-1.19,-0.58,-0.89,0.0,0.0,0.0,0.09,0.33,-2.0,0.58,0.8974358974358976,0.0,1.0
97,10,0.3,2,0.0,-1000,0,49,4.22,0.69,3.96,1.78,0.0,0.0,0.0,0.0,1980.0,295.94,0.88,1992.0,384.48,0.6,1986.46,332.03,0.0,0.99,0.44,-0.93,0.77,-0.02,-1.77,0.8,-0.74,0.0,0.0,0.0,-0.11,0.07,-0.01,-12.5,1.0,0.0,0.9090909090909091
340,14,0.14,2,0.17521008403361343,-1000,0,203,97.14,0.67,0.96,0.82,0.0,0.0,0.0,0.21,7.0,0.98,1.16,276.0,24.13,0.81,134.68,11.98,0.66,0.66,0.66,0.16,0.16,0.16,-1.44,-1.44,-1.44,0.0,88.0,69.5,-0.05,0.06,0.87,-5.32,1.0,0.0,0.8095238095238099
52,9,0.22,49,0.0,0,0,27,1.86,0.69,3.95,2.32,0.0,0.0,0.0,-4.26,0.17,-1.31,0.11,4.26,1.15,-0.16,1.41,0.17,-8.98,2.86,-3.25,-3.48,1.47,-1.63,2.14,14.93,7.28,0.0,0.0,0.0,-3.69,3.35,0.38,-32.31,0.0,0.0,1.0
72,3,0.33,70,0.0,0,0,12,10.29,1.79,1.79,1.79,0.0,0.0,0.0,50.4,120.2,85.3,1051.6,2567.0,1809.3,338.57,1184.44,761.51,0.77,0.84,0.81,0.04,0.84,0.44,-1.94,-0.15,-1.04,0.0,0.0,0.0,-30.45,18.26,0.45,-4.08,0.0,0.0,0.0
797,4,1.0,6,0.0,0,0,408,127.52,0.69,2.14,1.4,0.0,0.0,0.0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-0.12,0.16,0.47,111.01,1.0,0.0,0.6666666666666664
672,9,0.44,2,0.0,-1000,0,560,40.12,0.64,3.23,1.93,0.0,0.0,0.0,0.0,89.0,18.0,17.0,91.0,47.1,5.31,90.0,28.8,0.01,0.62,0.43,-0.02,0.85,0.34,-1.5,0.55,-0.37,0.0,0.0,0.0,-0.01,0.03,0.79,11.46,1.0,1.0,1.0
366,5,0.4,13,0.000546448087431694,0,0,31,28.15,2.48,2.48,2.48,0.0,0.0,0.0,1.0,1.0,1.0,365.0,366.0,365.67,183.0,183.5,183.33,0.58,0.58,0.58,0.0,0.0,0.0,-1.2,-1.2,-1.2,0.0,1.0,0.33,-0.3,0.37,-0.21,-17.94,1.0,1.0,0.0
87,3,0.33,27,0.0,0,0,52,29.0,0.67,0.67,0.67,0.0,0.0,0.0,0.1,4.0,2.05,106.0,276.0,191.0,10.48,142.34,76.41,0.51,2.03,1.27,-0.13,2.99,1.43,-0.96,8.54,3.79,0.0,0.0,0.0,-1.1,4.6,0.02,2.86,1.0,0.078125,0.0
364,32,1.0,6,0.0,0,0,216,54.69,1.02,1.53,1.34,0.0,0.0,0.0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-10.01,42.46,27.47,6.52,1.0,0.0,0.6666666666666666
400,5,1.0,73,0.0,0,0,200,86.96,0.69,1.61,1.2,0.0,0.0,0.0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-4.45,5.23,0.03,-4273546445720402.5,0.9166666666666667,0.0,1.0
50,6,0.17,2,0.0,-1000,0,1,0.98,3.91,3.91,3.91,0.0,0.0,0.0,-433.1,0.3,-131.79,27.9,127.8,64.04,-52.94,39.79,-2.59,-3.46,7.04,0.89,-2.24,4.51,0.07,1.26,23.25,7.51,0.0,0.0,0.0,-0.08,0.12,-1.18,9.15,1.0,0.0,0.8297872340425533
67,16,0.19,3,0.0,0,0,48,2.61,0.6,4.2,1.94,0.0,0.0,0.0,0.0,1317.0,165.77,16.0,387703.0,55810.08,0.51,43453.98,7044.34,1.28,4.46,2.08,1.67,7.51,3.62,2.01,56.6,16.74,0.0,0.0,0.0,-0.03,0.21,14.98,434.32,0.0,1.0,1.0
500,22,0.09,15,0.0,0,0,80,1.93,2.53,6.21,4.37,0.0,0.0,0.0,0.0,16.92,1.14,1.87,500.0,31.92,0.28,250.5,15.67,0.17,1.67,0.58,-0.07,4.21,1.15,-1.2,29.32,3.72,0.0,0.0,0.0,-0.62,1.01,42.93,22.45,1.0,0.0,0.9797979797979798
92,10,0.4,2,0.0,-1000,0,51,4.84,0.69,3.9,1.87,0.0,0.0,0.0,0.0,49.3,15.4,1.0,372.0,121.43,0.63,160.38,57.84,0.26,1.12,0.57,-1.03,0.67,-0.09,-1.85,0.83,-0.92,0.0,0.0,0.0,-0.1,0.1,1.34,-15.1,0.0,0.0,1.0
151,5,0.4,3,0.0,0,0,128,50.33,0.43,0.49,0.46,0.0,0.0,0.0,1.0,3.0,1.67,25.0,66.0,39.0,8.11,27.87,16.54,0.46,0.86,0.61,-0.01,0.86,0.45,-1.16,-0.38,-0.69,0.0,0.0,0.0,-0.19,0.12,-0.73,-3.73,1.0,0.5652173913043479,0.0
61,18,0.44,4,0.0,0,0,46,7.18,0.71,2.05,1.56,0.0,0.0,0.0,1.0,11.0,6.8,16.0,32.0,23.3,4.93,20.31,13.24,0.22,0.81,0.37,-0.29,1.53,0.62,-1.16,1.71,-0.02,0.0,0.0,0.0,-0.12,0.11,0.25,10.39,0.9259259259259258,0.0,1.0
209,8,0.12,2,0.008971291866028708,-1000,0,125,26.12,1.09,1.09,1.09,0.0,0.0,0.0,2.8,10078.0,1553.26,61.0,120079.0,17684.1,16.77,65772.42,9607.62,0.21,1.65,0.68,-0.12,4.36,1.97,-1.04,23.5,9.07,0.0,8.0,2.14,-0.2,0.03,0.73,-2.36,1.0,0.0,0.7543859649122806
559,4,0.25,14,0.0,0,0,13,12.7,3.76,3.76,3.76,0.0,0.0,0.0,0.0,22.5,10.83,82.5,2956638.0,985884.81,52.5,26738.42,9034.43,0.36,7.79,2.99,0.0,9.6,3.35,-1.21,104.07,33.93,0.0,0.0,0.0,-0.69,0.15,36.0,15.19,0.9880952380952381,0.0,1.0
20,8,0.38,18,0.0,0,0,10,3.53,0.69,2.3,1.23,0.0,0.0,0.0,5.73,1684.89,558.3,8.76,2264.25,779.64,6.99,1906.28,639.27,0.03,0.13,0.1,-0.44,1.06,0.48,-1.13,0.27,-0.55,0.0,0.0,0.0,-1.31,1.26,0.12,8.66,0.5,0.0,1.0
48,4,1.0,47,0.0,0,0,24,12.0,0.69,1.79,0.97,0.0,0.0,0.0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-7.23,7.29,1.43,-1288314110585602.2,1.0,0.0,0.0
30,21,0.38,3,0.020634920634920634,0,0,22,8.28,0.69,1.06,0.85,0.0,0.0,0.0,4.7,87.12,21.72,8.69,91.69,25.83,7.24,90.07,23.85,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,1.0,1.0,1.0,-0.1,0.1,0.11,-14.42,0.0,1.0,1.0
30,40,0.0,29,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-2.74,20.56,10.64,1.45,24.71,14.76,-0.01,22.74,12.73,-30001.85,15000.43,-751.54,-1.41,1.34,0.01,-1.49,3.65,-0.21,0.0,0.0,0.0,-3.95,2.74,-0.54,-26.91,0.48,0.0,1.0
1161,16,0.19,495,0.013781223083548665,0,0,617,2.9,0.99,7.03,3.89,0.0,0.0,0.0,0.0,1002.0,235.31,178.0,29269.0,2984.31,12.74,3052.05,550.76,0.22,1.53,0.94,0.68,5.81,2.64,0.48,50.69,13.29,0.0,68.0,19.69,-38681.39,1347.72,396.49,-34.33,0.0,0.0,0.0
303,13,0.54,2,0.0012693577050012694,-1000,0,258,78.56,0.42,1.21,0.78,0.0,0.0,0.0,0.0,126.0,53.33,3.0,564.0,175.37,0.67,246.26,97.27,0.13,1.11,0.36,-0.53,1.26,0.48,-0.55,4.41,1.24,0.0,5.0,0.83,-0.06,0.08,0.06,13.19,1.0,0.0,0.23999999999999977
54,7,0.0,29,0.31746031746031744,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,2.0,96.0,50.0,36.0,139.0,93.0,24.78,123.98,77.13,0.08,0.37,0.18,-1.26,-0.22,-0.86,-0.14,2.42,1.39,0.0,30.0,17.14,-2.06,0.73,-1.09,-1.1,1.0,0.0,0.0
92,5,0.2,6,0.05652173913043478,0,0,49,30.67,0.69,0.69,0.69,0.0,0.0,0.0,7.14,32.41,17.03,80.95,85.71,84.16,49.31,64.42,57.53,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,1.0,14.0,6.5,-0.13,0.17,-0.93,5.57,1.0,0.0,1.0
140,3,0.33,62,0.0,0,0,18,11.67,2.32,2.32,2.32,0.0,0.0,0.0,0.0,4.0,2.0,84.0,278.0,181.0,37.29,50.5,43.89,0.55,1.2,0.87,0.27,2.68,1.48,-0.93,6.74,2.9,0.0,0.0,0.0,-6.63,6.15,-1.25,-17.66,0.0,0.0,1.0
45,46,0.0,44,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-34.95,149.56,2.54,-33.28,151.58,3.53,-33.86,150.88,2.99,-0.01,1.12,0.42,-1.13,2.53,0.17,-0.8,11.46,0.89,0.0,0.0,0.0,-3.11,4.66,0.19,26.89,0.0,0.0,0.0
649,2,0.0,1,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,0.0,0.0,0.0,42.0,666.6,354.3,4.39,139.98,72.19,1.28,1.43,1.35,1.48,2.48,1.98,1.63,7.94,4.79,0.0,0.0,0.0,0.0,0.0,-3.0,-100000,1.0,1.0,1.0
206,18,0.22,24,0.008090614886731391,0,0,112,3.46,0.69,5.33,2.46,0.0,0.0,0.0,0.0,62.5,6.94,5.48,5264.2,665.17,3.7,887.24,138.59,0.17,2.03,0.83,0.17,3.11,1.34,-1.0,11.01,2.99,0.0,30.0,2.14,-1.1,0.96,1.02,85.39,1.0,0.0,0.33333333333333337
137,7,0.43,2,0.0,-1000,0,128,37.36,0.24,1.36,0.76,0.0,0.0,0.0,1.0,34.0,11.5,81.0,999.0,316.5,8.77,121.63,61.82,0.18,1.29,0.75,-0.64,4.11,1.55,-0.8,23.39,8.67,0.0,0.0,0.0,-0.03,0.18,5.91,4.56,0.5999999999999991,1.0,0.0
60,10,0.6,7,0.023333333333333334,0,0,56,17.14,0.24,1.0,0.59,0.0,0.0,0.0,2.0,20.0,10.88,7.0,112.5,57.62,4.98,55.33,28.8,0.26,0.58,0.38,-0.39,0.44,0.08,-0.93,-0.5,-0.67,0.0,14.0,3.5,-0.4,0.2,3.69,-3.45,0.726027397260274,0.0,1.0
958,9,1.0,2,0.0,-1000,0,458,239.5,1.02,1.08,1.07,0.0,0.0,0.0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-0.33,0.35,-0.98,85.53,1.0,0.0,0.7931034482758622
468,3,0.33,45,0.0,0,0,52,46.8,2.2,2.2,2.2,0.0,0.0,0.0,1.0,1.0,1.0,13.0,52.0,32.5,7.0,26.5,16.75,0.53,0.57,0.55,0.0,0.0,0.0,-1.21,-1.2,-1.21,0.0,0.0,0.0,-1.9,2.54,-0.13,-21.89,0.6666666666666667,0.0,1.0
100,10,0.8,2,0.0,-1000,0,62,4.65,0.66,4.61,1.65,0.0,0.0,0.0,0.0,33.0,16.5,62.0,100.0,81.0,47.26,47.31,47.28,0.14,0.79,0.46,-0.23,0.05,-0.09,-1.66,-0.24,-0.95,0.0,0.0,0.0,-0.04,0.12,2.45,40.63,1.0,0.0,0.7692307692307693
228,7,0.14,3,0.009398496240601503,0,0,114,76.0,0.69,0.69,0.69,0.0,0.0,0.0,0.0,1.0,0.33,18.0,228.0,101.33,8.74,114.5,48.17,0.4,0.58,0.52,-0.04,0.92,0.29,-1.2,1.06,-0.04,0.0,5.0,2.5,-0.24,0.24,0.99,-4.69,1.0,0.09259259259259256,0.0
4052,7,0.0,10,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,0.0,1953.0,279.0,1.0,1988.0,286.29,0.02,1972.35,281.95,0.0,6.52,2.87,-0.17,7.97,2.75,-1.99,77.58,17.02,0.0,0.0,0.0,-1.37,0.1,1.89,-2.22,1.0,0.0,0.9885057471264368
159,9,0.56,5,0.0041928721174004195,0,0,153,53.0,0.16,0.69,0.39,0.0,0.0,0.0,0.0,500.0,131.5,20.0,85000.0,21279.25,2.71,24555.55,6153.01,0.2,1.39,0.62,0.1,2.88,1.29,0.47,8.57,3.18,0.0,6.0,1.5,-0.11,0.14,0.32,4.91,0.0,1.0,0.0
26,6,0.0,26,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,38.0,10412.0,2158.67,96.8,47003.0,9643.47,82.92,26901.62,5506.07,0.05,0.43,0.34,0.29,2.01,0.64,-0.65,3.78,0.21,0.0,0.0,0.0,-4.02,3.13,-1.55,-3.65,1.0,0.0,1.0
329,9,0.0,329,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,43.0,5159.0,1317.56,910.0,56745.0,13203.22,538.73,8346.56,3175.47,0.11,1.47,0.48,0.04,5.95,1.52,-0.13,56.19,8.71,0.0,0.0,0.0,-5.37,9.15,-1.16,3.26,0.0,0.0,0.0
294,13,0.54,2,0.08267922553636839,-1000,0,266,66.39,0.37,1.17,0.65,0.0,0.0,0.0,0.0,92.0,47.83,0.0,603.0,177.33,0.0,250.85,95.16,0.16,1.55,0.86,-0.28,1.54,0.63,-0.51,2.12,0.8,0.0,291.0,52.67,-0.07,0.08,0.34,36.47,1.0,0.0,0.0
62,10,0.1,5,0.06129032258064516,0,0,1,0.98,4.13,4.13,4.13,0.0,0.0,0.0,0.0,12.0,2.32,5.0,6654.0,1462.82,1.97,283.13,74.51,0.51,4.49,2.23,0.22,6.4,3.06,-1.32,42.04,15.91,0.0,14.0,4.22,-0.29,0.34,-1.2,27.45,1.0,0.0,0.24
315,13,0.23,257,0.0,0,0,273,85.91,0.39,1.09,0.82,0.0,0.0,0.0,0.0,445.2,77.97,36.8,9642.0,2613.0,3.28,2185.6,541.67,0.23,3.75,0.84,0.3,13.76,3.05,-0.88,217.82,29.24,0.0,0.0,0.0,-7.96,10.01,-0.43,22.69,0.0,1.0,1.0
2001,2,0.0,365,0.0,0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,0.58,1.0,0.79,2.36,2001.0,1001.68,2.1,1001.0,501.55,0.08,0.58,0.33,-2.91,0.0,-1.46,-1.2,16.92,7.86,0.0,0.0,0.0,-48.22,36.77,-2.0,-7.42,1.0,0.0,0.380952380952381
559,4,0.25,18,0.0,0,0,13,12.7,3.76,3.76,3.76,0.0,0.0,0.0,0.0,22.5,10.5,82.5,2595529.0,865515.19,52.5,23427.97,7930.95,0.36,7.72,2.97,0.0,9.65,3.36,-1.21,105.84,34.52,0.0,0.0,0.0,-0.66,0.41,16.27,8.09,1.0,0.0,0.5964912280701755
26,8,0.5,26,0.0,0,0,14,2.67,0.69,3.15,1.61,0.0,0.0,0.0,54.0,1558546.0,639895.25,98.0,3023208.0,1322544.75,80.85,1827161.62,913621.25,0.1,0.3,0.16,-0.61,0.98,0.35,-0.73,0.25,-0.07,0.0,0.0,0.0,-38490.64,35238.76,-0.26,13.65,0.0,0.0,0.0
1945,18,0.33,4,0.02724935732647815,0,0,1716,11.19,0.37,6.06,1.52,0.0,0.0,0.0,0.0,9598.0,818.71,1.0,28650.0,4342.33,0.18,17992.08,1928.84,0.13,1.74,0.73,-0.09,6.24,1.73,-1.78,76.82,14.81,0.0,821.0,79.5,-2.2,1.64,10.32,-7.26,1.0,0.0,0.7142857142857143
74,9,0.11,4,0.0,0,0,1,0.99,4.3,4.3,4.3,0.0,0.0,0.0,0.0,3780.0,715.38,2.0,7200.0,1334.0,0.24,4854.86,926.4,0.01,2.12,0.96,-1.14,2.23,1.02,-0.66,7.96,2.21,0.0,0.0,0.0,-0.07,0.13,3.22,14.8,1.0,0.0,0.8842105263157894
